lm_0_x,lm_0_y,lm_0_z,lm_1_x,lm_1_y,lm_1_z,lm_2_x,lm_2_y,lm_2_z,lm_3_x,lm_3_y,lm_3_z,lm_4_x,lm_4_y,lm_4_z,lm_5_x,lm_5_y,lm_5_z,lm_6_x,lm_6_y,lm_6_z,lm_7_x,lm_7_y,lm_7_z,lm_8_x,lm_8_y,lm_8_z,lm_9_x,lm_9_y,lm_9_z,lm_10_x,lm_10_y,lm_10_z,lm_11_x,lm_11_y,lm_11_z,lm_12_x,lm_12_y,lm_12_z,lm_13_x,lm_13_y,lm_13_z,lm_14_x,lm_14_y,lm_14_z,lm_15_x,lm_15_y,lm_15_z,lm_16_x,lm_16_y,lm_16_z,lm_17_x,lm_17_y,lm_17_z,lm_18_x,lm_18_y,lm_18_z,lm_19_x,lm_19_y,lm_19_z,lm_20_x,lm_20_y,lm_20_z,label
0.3982725143432617,0.6327943801879883,-6.895632509440475e-07,0.3295285701751709,0.5946958661079407,-0.001158610568381846,0.2867167592048645,0.5366725325584412,0.0028425774071365595,0.26357558369636536,0.46480149030685425,-0.000754099281039089,0.2829165756702423,0.40814194083213806,-0.002530850702896714,0.32017430663108826,0.4608878195285797,0.05673373490571976,0.3095231354236603,0.4107761085033417,0.03407049551606178,0.3057611584663391,0.4649742543697357,0.012470501475036144,0.3112054169178009,0.5262385606765747,0.003396896878257394,0.36048951745033264,0.4508785605430603,0.04824872314929962,0.3411666452884674,0.3912646770477295,0.0175809133797884,0.3324269950389862,0.46737140417099,-0.003235182026401162,0.33930379152297974,0.5427973866462708,-0.0043326388113200665,0.401496559381485,0.4521338939666748,0.03357686474919319,0.3759251832962036,0.4112638235092163,-0.00408318592235446,0.3674464523792267,0.49271056056022644,-0.008683064952492714,0.37732917070388794,0.5631231069564819,0.004749936982989311,0.44645214080810547,0.462189644575119,0.019415929913520813,0.4081617593765259,0.4258822798728943,-0.003976477775722742,0.39861154556274414,0.4881023168563843,0.0023304924834519625,0.4066500663757324,0.5432292222976685,0.01737760752439499,FIST
0.3972882628440857,0.6511640548706055,-6.660873168584658e-07,0.3340623378753662,0.6057493686676025,-0.00472102127969265,0.2868826389312744,0.5328154563903809,-0.006789236795157194,0.26832059025764465,0.4596730172634125,-0.015870293602347374,0.28726261854171753,0.40078601241111755,-0.023109376430511475,0.3255227506160736,0.4502090811729431,0.03502509370446205,0.3131747543811798,0.40605053305625916,0.0027834135107696056,0.3098572790622711,0.4675259590148926,-0.02301960065960884,0.3140726387500763,0.5318475961685181,-0.03430582210421562,0.3630105257034302,0.4424622654914856,0.02410239912569523,0.34159278869628906,0.39663252234458923,-0.015038604848086834,0.3366878628730774,0.47612807154655457,-0.035950448364019394,0.3460756242275238,0.548856258392334,-0.03685810789465904,0.40287086367607117,0.445453405380249,0.007237826008349657,0.37596946954727173,0.4088858366012573,-0.03287973999977112,0.3700254559516907,0.491197794675827,-0.03405628353357315,0.3786846399307251,0.559760332107544,-0.019343318417668343,0.44525453448295593,0.4580753445625305,-0.009961016476154327,0.4107811450958252,0.4224238991737366,-0.03438733518123627,0.4010535776615143,0.48115912079811096,-0.02706720121204853,0.4072853922843933,0.5333491563796997,-0.011490346863865852,FIST
0.4120422601699829,0.6575206518173218,-6.542601909131918e-07,0.3416038155555725,0.6087546348571777,-0.0008959523402154446,0.29179227352142334,0.5367791056632996,-0.0012831295607611537,0.2713172435760498,0.46133339405059814,-0.010831084102392197,0.2875395119190216,0.3980949819087982,-0.01763525791466236,0.33004030585289,0.4517887830734253,0.050365593284368515,0.31140097975730896,0.40441739559173584,0.011266333051025867,0.3092358410358429,0.47039687633514404,-0.01954706199467182,0.3158617615699768,0.532478928565979,-0.03267451375722885,0.367558091878891,0.44492900371551514,0.03479186072945595,0.3399348855018616,0.3867257237434387,-0.012484141625463963,0.3308557868003845,0.46676331758499146,-0.03791027516126633,0.3392716646194458,0.5387129187583923,-0.03931844234466553,0.4058779776096344,0.44583940505981445,0.011449772864580154,0.37288984656333923,0.40580031275749207,-0.03594246879220009,0.3641063868999481,0.49093636870384216,-0.039708904922008514,0.37319108843803406,0.5572845935821533,-0.02408413216471672,0.4456809461116791,0.4528157114982605,-0.012219386175274849,0.40493741631507874,0.42086637020111084,-0.039723750203847885,0.3928087055683136,0.4842439591884613,-0.03362225368618965,0.40056076645851135,0.5358783602714539,-0.017734821885824203,FIST
0.4238009452819824,0.6639143228530884,-6.59238651223859e-07,0.3426707983016968,0.6022557616233826,0.0026849249843508005,0.29557186365127563,0.537874698638916,0.0018297218484804034,0.275508314371109,0.46531352400779724,-0.009898075833916664,0.28894761204719543,0.401233434677124,-0.018494943156838417,0.3365132808685303,0.44987064599990845,0.059861842542886734,0.31289392709732056,0.3982086777687073,0.017278581857681274,0.30945703387260437,0.46535366773605347,-0.019570162519812584,0.31577450037002563,0.5268687605857849,-0.036655277013778687,0.3737010955810547,0.4452957510948181,0.04120992496609688,0.34229713678359985,0.38859835267066956,-0.01027749665081501,0.3346921503543854,0.4666917026042938,-0.04337473213672638,0.34428679943084717,0.5387320518493652,-0.04994376003742218,0.41259706020355225,0.4450593888759613,0.01457944791764021,0.37479254603385925,0.40426263213157654,-0.03537822142243385,0.3671582341194153,0.48620808124542236,-0.04437348246574402,0.3770398497581482,0.555737316608429,-0.03183837607502937,0.4519820213317871,0.4487254321575165,-0.012232682667672634,0.4064145088195801,0.42199206352233887,-0.04117066413164139,0.39645224809646606,0.4825935363769531,-0.037071481347084045,0.4072745740413666,0.5346580147743225,-0.02193623222410679,FIST
0.41975438594818115,0.6712853908538818,-6.420540898943727e-07,0.34384968876838684,0.6050238609313965,0.0014198842691257596,0.2979511618614197,0.5347581505775452,-0.0006553310668095946,0.2797558009624481,0.4599357843399048,-0.01319319847971201,0.2972569167613983,0.3950551450252533,-0.023570947349071503,0.3402550518512726,0.4515899419784546,0.05022873729467392,0.3204707205295563,0.39850306510925293,0.012672094628214836,0.31573909521102905,0.4632440209388733,-0.01938779279589653,0.32089322805404663,0.5256269574165344,-0.03422944247722626,0.37760093808174133,0.445342481136322,0.033915966749191284,0.34898456931114197,0.39128607511520386,-0.010935886763036251,0.3412245512008667,0.4689391553401947,-0.038095083087682724,0.35060763359069824,0.540960967540741,-0.04266554117202759,0.41688546538352966,0.44677963852882385,0.010440279729664326,0.38236403465270996,0.40279585123062134,-0.03315410390496254,0.37332838773727417,0.4820862114429474,-0.0385453924536705,0.3812534511089325,0.5531444549560547,-0.02569587342441082,0.45742326974868774,0.45534420013427734,-0.01342238299548626,0.419935017824173,0.4172208905220032,-0.03916032984852791,0.4080013930797577,0.4705350399017334,-0.03455589711666107,0.41381627321243286,0.5242593884468079,-0.0203402079641819,FIST
0.418622761964798,0.6677196025848389,-6.589256145161926e-07,0.3445080816745758,0.602567195892334,0.004106974694877863,0.29943376779556274,0.5307766199111938,0.004045995883643627,0.2837590277194977,0.45552027225494385,-0.006348211318254471,0.3018314838409424,0.39391428232192993,-0.014846883714199066,0.34185492992401123,0.44979485869407654,0.05012296885251999,0.322388231754303,0.39685067534446716,0.01834438368678093,0.31678009033203125,0.4611034691333771,-0.009014754556119442,0.32163017988204956,0.522551953792572,-0.021101024001836777,0.378903865814209,0.4439166188240051,0.035141028463840485,0.35097044706344604,0.39124998450279236,-0.003562714671716094,0.3449985980987549,0.4703308343887329,-0.02648664452135563,0.35420623421669006,0.5417792201042175,-0.02910578064620495,0.4185270071029663,0.44625723361968994,0.013969739899039268,0.3857538402080536,0.40382111072540283,-0.024114206433296204,0.3784486651420593,0.48506173491477966,-0.02690947987139225,0.3857303261756897,0.5566303133964539,-0.013590889982879162,0.46038711071014404,0.4567887485027313,-0.007299423683434725,0.42841804027557373,0.4159160554409027,-0.028738897293806076,0.41481298208236694,0.46880054473876953,-0.02251969464123249,0.41674941778182983,0.5226345658302307,-0.008120828308165073,FIST
0.4199495017528534,0.6570948958396912,-6.802574716857634e-07,0.3464809060096741,0.5907527208328247,0.006040589883923531,0.3007236123085022,0.5201743841171265,0.008893810212612152,0.28402191400527954,0.44533997774124146,0.001684727380052209,0.30499154329299927,0.3923717737197876,-0.0029530697502195835,0.3475036025047302,0.44065043330192566,0.05088164657354355,0.32997044920921326,0.3923845887184143,0.019779294729232788,0.3253073990345001,0.45674267411231995,-0.00700202165171504,0.32870036363601685,0.5196245312690735,-0.018753018230199814,0.3877134919166565,0.4349576234817505,0.03611066937446594,0.3596099317073822,0.3887903094291687,-0.0034191187005490065,0.35421139001846313,0.4702361822128296,-0.026275837793946266,0.3614019453525543,0.5419631004333496,-0.028755653649568558,0.4279896020889282,0.4404173493385315,0.015433590859174728,0.39716586470603943,0.4006801247596741,-0.024608252570033073,0.3880856931209564,0.4788169264793396,-0.028161609545350075,0.39238250255584717,0.5491154789924622,-0.014663300476968288,0.4707033038139343,0.4552958607673645,-0.004979840479791164,0.4492700397968292,0.40835219621658325,-0.028623394668102264,0.43574169278144836,0.44583073258399963,-0.025007713586091995,0.4339018166065216,0.4879733920097351,-0.01204745378345251,FIST
0.41908589005470276,0.6519510746002197,-6.629948074987624e-07,0.3529535233974457,0.5964747071266174,-0.009591224603354931,0.30385488271713257,0.5219156742095947,-0.014433315955102444,0.28368061780929565,0.4466007351875305,-0.025040917098522186,0.3121880292892456,0.3968696594238281,-0.03201199695467949,0.34966495633125305,0.4366437494754791,0.026093650609254837,0.33388495445251465,0.39528578519821167,-0.004534189123660326,0.32887834310531616,0.4611437916755676,-0.027046015486121178,0.33119866251945496,0.523044764995575,-0.03575655072927475,0.39054444432258606,0.43073830008506775,0.020153043791651726,0.36594730615615845,0.39121192693710327,-0.01502913050353527,0.3614392578601837,0.47242891788482666,-0.030738314613699913,0.36737263202667236,0.5383678078651428,-0.02972090244293213,0.43150794506073,0.43671032786369324,0.008185655809938908,0.40502384305000305,0.4027557075023651,-0.026772772893309593,0.3963603973388672,0.4791049659252167,-0.02593354880809784,0.399761438369751,0.545076847076416,-0.011429699137806892,0.47507283091545105,0.45365530252456665,-0.004849874414503574,0.4567539095878601,0.40576353669166565,-0.023670146241784096,0.4429095387458801,0.44332465529441833,-0.01779797114431858,0.4393843114376068,0.485541433095932,-0.004667382221668959,FIST
0.42451345920562744,0.6367684006690979,-5.969309313513804e-07,0.3595748245716095,0.595445990562439,-0.012166095897555351,0.3090565800666809,0.5246022343635559,-0.017621135339140892,0.28789275884628296,0.449026882648468,-0.02789178676903248,0.31533414125442505,0.39905691146850586,-0.034140996634960175,0.34536877274513245,0.4393790364265442,0.022808726876974106,0.3344958424568176,0.3926982879638672,-0.005405294708907604,0.33125370740890503,0.45357656478881836,-0.025018205866217613,0.33254945278167725,0.5123860836029053,-0.032179564237594604,0.38683566451072693,0.43020758032798767,0.01849258877336979,0.3682396113872528,0.3823776841163635,-0.013779286295175552,0.3650034964084625,0.46330419182777405,-0.026823457330465317,0.3681947588920593,0.5288810729980469,-0.02408335544168949,0.4289762079715729,0.4340035021305084,0.008233747445046902,0.40880635380744934,0.3997856676578522,-0.02535948157310486,0.40083062648773193,0.4769164025783539,-0.023379411548376083,0.4013764560222626,0.5416980385780334,-0.008334822952747345,0.4747634828090668,0.44908076524734497,-0.0031565858516842127,0.46265262365341187,0.4046022295951843,-0.020356666296720505,0.4500654935836792,0.43958231806755066,-0.013654924929141998,0.4431673288345337,0.47631990909576416,-0.0005915448418818414,FIST
0.4273737370967865,0.6331582069396973,-6.368151161950664e-07,0.36513614654541016,0.5939245223999023,-0.01219409890472889,0.31326985359191895,0.5250862836837769,-0.016695091500878334,0.2897079885005951,0.4489265978336334,-0.02565041370689869,0.3226286768913269,0.4007259011268616,-0.030491895973682404,0.3547416031360626,0.4351699650287628,0.026651684194803238,0.33758556842803955,0.39575931429862976,0.002564480295404792,0.33517464995384216,0.4582817852497101,-0.015475389547646046,0.34108608961105347,0.5194880962371826,-0.02187463827431202,0.3949703872203827,0.4247913658618927,0.023819610476493835,0.3698972165584564,0.3872884213924408,-0.0032428919803351164,0.3662712872028351,0.46606436371803284,-0.015997545793652534,0.3727800250053406,0.5306993722915649,-0.014160565100610256,0.43467220664024353,0.4291868507862091,0.0151872793212533,0.4079139828681946,0.4021404981613159,-0.014486243948340416,0.4001692831516266,0.47596344351768494,-0.014559848234057426,0.4057551920413971,0.5397109985351562,-0.0017901812680065632,0.47946232557296753,0.4437723159790039,0.005453090183436871,0.46102288365364075,0.39943408966064453,-0.009355185553431511,0.4473940432071686,0.43094363808631897,-0.003681323491036892,0.4437354803085327,0.4680962562561035,0.008119973354041576,FIST
